station_id,latitude,longitude,elevation,start_date,end_date,prcp_zero,prcp_ct,srad_ct,temp_ct,dewpt_ct,rh_ct,wspd_ct,wdir_ct,MGRS_TILE
MTM10,47.77999877929688,-104.25,690.0999755859375,2019-09-25,2022-12-21,1,27586,20077,20077,19984,19984,19879,19934,13TEN
D8633,47.700000762939446,-104.59999847412108,712.0,2011-10-05,2025-06-01,0,61034,0,59990,59990,59990,59990,59990,13TEN
D8636,47.5,-104.33000183105467,613.0,2011-10-05,2023-02-13,0,73211,0,67480,67480,67480,67480,67480,13TEN
SISM8,47.77000045776367,-104.25,693.0999755859375,2016-09-21,2025-06-01,0,43615,32732,35075,32776,32990,32657,32575,13TEN
WBXSD,46.98971939086913,-104.19550323486328,809.1649780273436,2014-03-11,2025-05-31,0,95181,0,92887,0,92887,92887,92887,13TEN
MTSVG,47.42599868774414,-104.37000274658205,609.0,2024-08-14,2025-05-31,0,6821,0,6760,6760,6760,6760,6750,13TEN
BRGM8,46.98780059814453,-104.8030014038086,672.6229858398438,2017-03-15,2025-05-31,0,67338,0,48624,0,59428,0,59389,13TEN
CRNM,47.60139846801758,-104.23940277099608,593.0999755859375,2022-10-19,2025-06-01,0,22615,20472,20483,20483,20483,20436,20463,13TEN
D5857,47.66883087158203,-104.57283020019533,741.0,2010-09-22,2011-06-18,1,6323,0,4881,4881,4881,4881,4881,13TEN
D8547,47.45766830444336,-104.34483337402344,604.0,2012-02-01,2016-12-11,0,31990,0,31017,31016,31016,31017,31017,13TEN
D8635,47.36883163452149,-104.1344985961914,669.0,2011-10-05,2023-07-30,1,63211,0,60380,60379,60379,60380,60380,13TEN
E1200,47.35866928100586,-104.79332733154298,839.0999755859374,2013-01-23,2017-04-25,0,23650,0,23023,23023,23023,23023,23023,13TEN
NDA10,47.78200149536133,-104.2480010986328,691.7000122070312,2019-08-27,2019-08-27,1,2,0,2,2,2,2,2,13TEN
F8535,47.39733123779297,-104.46582794189452,1000.0,2021-05-19,2025-06-01,0,35178,0,34365,34365,34366,34365,34365,13TEN
E6456,46.598999023437514,-107.86766815185545,888.3400268554686,2015-01-07,2025-05-31,0,90951,0,87347,87337,87337,87347,87310,13TBM
TS696,46.2308006286621,-107.89579772949217,990.5999755859376,2007-08-08,2025-03-28,0,51872,47236,47350,47253,47318,47435,42288,13TBM
MTHYH,46.164920806884766,-107.30927276611328,1082.0,2013-07-17,2025-05-31,1,103315,0,100428,100427,100428,100416,97294,13TCM
AR184,46.31682968139649,-106.70417022705078,887.0,2003-11-05,2018-07-18,0,127267,55,110122,106526,106539,110122,110122,13TCM
MHYH,46.220001220703125,-107.37000274658205,1082.0,2001-09-10,2013-07-09,0,98828,9,43044,43042,43044,43042,41724,13TCM
FRYM8,46.26667022705078,-106.69139099121092,763.2000122070312,2009-09-03,2024-07-03,1,104399,0,95586,0,0,0,0,13TCM
MTING,46.583999633789055,-107.4000015258789,919.9000244140624,2013-07-17,2025-05-31,1,103350,0,101538,101456,101539,101608,101491,13TCM
K1S3,46.271160125732415,-106.62389373779298,831.2000122070312,2015-11-11,2024-04-30,1,52234,0,47379,47379,47285,46841,47508,13TCM
E1247,46.29690170288086,-106.69770050048828,846.0,2012-10-24,2025-06-01,0,110250,49013,106852,106852,106852,106852,106852,13TCM
MTM96,46.15309143066406,-107.58528900146484,897.0,2023-10-25,2025-06-01,1,13891,12715,12715,12705,12705,12713,12713,13TCM
MSWC,46.27000045776367,-106.33000183105467,792.0,2001-09-07,2013-07-09,0,101017,28,69904,69898,69903,69899,67367,13TCM
MTSWC,46.26670837402344,-106.30787658691406,791.9000244140626,2013-07-17,2025-05-31,1,102665,0,98281,98304,101127,101111,96678,13TCM
MTM89,46.700000762939446,-106.58999633789062,955.2000122070312,2022-01-19,2025-06-01,1,29314,26888,26888,26781,26781,26727,26727,13TCM
BGHM8,46.12443923950195,-107.46888732910156,823.0,2009-06-04,2025-06-01,0,110675,0,0,0,0,0,0,13TCM
HYSHM,46.290000915527344,-107.2300033569336,811.7000122070312,2016-07-13,2020-07-28,1,33965,30513,30513,30501,30513,30513,30464,13TCM
1S39,46.271160125732415,-106.62389373779298,831.2000122070312,2014-03-24,2024-10-07,0,58412,0,53543,53543,0,53760,53760,13TCM
D7617,46.274169921875,-106.62850189208984,813.0,2011-05-20,2012-01-31,1,285,0,4,10,10,10,10,13TCM
MTM59,46.6599998474121,-107.22000122070312,944.9000244140624,2019-09-30,2023-09-21,1,31015,22154,22154,22027,22027,22003,22054,13TCM
KMLS,46.42805862426758,-105.88639068603516,801.0,2021-02-03,2021-02-17,1,336,0,336,336,336,336,336,13TDM
MTM26,46.299999237060554,-105.9800033569336,861.0999755859374,2019-09-30,2025-06-01,1,48739,38365,38365,38178,38178,38001,38057,13TDM
LOCM8,46.430000305175774,-105.30944061279298,726.9000244140626,2009-06-04,2023-03-01,0,119902,0,79963,0,0,0,0,13TDM
BRTM,46.77806091308594,-105.2994384765625,691.9000244140625,2002-06-01,2025-06-01,0,156089,104872,108680,108679,108692,26484,108665,13TDM
F3736,46.307220458984375,-105.0297164916992,1011.9000244140624,2004-12-08,2019-05-21,0,331,329,329,329,329,329,329,13TDM
MILM8,46.42082977294922,-105.86000061035156,711.0999755859375,2009-06-04,2025-06-01,0,129779,0,93550,0,0,0,0,13TDM
AR208,46.407169342041016,-105.84467315673828,729.0,2003-11-12,2013-05-28,0,67927,54,46916,763,763,46918,46918,13TDM
MTHIL,46.83369827270508,-106.27133178710936,914.0999755859376,2013-07-17,2025-05-31,1,103307,0,97384,97373,97550,97370,94754,13TDM
MTM23,46.4099998474121,-105.94999694824217,819.9000244140626,2019-09-25,2023-09-21,1,33791,25264,25264,25155,25155,24995,24999,13TDM
D8631,46.72999954223633,-105.44000244140624,696.0,2011-10-05,2018-11-09,0,42454,0,35724,35724,35724,35724,35724,13TDM
AR590,46.92066955566406,-105.1576690673828,853.4000244140626,2004-11-24,2018-07-18,0,106303,52,94753,10,11,94753,94753,13TDM
MTM74,46.220001220703125,-105.76000213623045,755.0,2019-11-06,2025-06-01,1,45965,34206,34206,34109,37669,33996,33997,13TDM
MHIL,46.83369827270508,-106.27133178710936,914.0999755859376,2001-07-01,2013-07-09,0,101527,27,49053,49052,49053,49052,48996,13TDM
MTGOV,46.399238586425774,-105.62830352783205,954.0,2013-07-17,2025-05-31,1,98668,0,91579,91599,95467,95462,94510,13TDM
MTM25,46.34999847412109,-105.83000183105467,748.0,2019-09-30,2025-06-01,1,47243,38991,38991,38853,39008,38697,38698,13TDM
TWSM8,46.778099060058594,-105.2990036010742,690.7059936523439,2017-03-15,2025-05-31,0,62423,0,44261,0,54902,0,54902,13TDM
MGOV,46.399238586425774,-105.62830352783205,954.0,2007-04-04,2013-07-09,1,54081,0,49707,49707,49734,49733,44402,13TDM
MTM29,46.84000015258789,-105.26000213623045,709.9000244140625,2019-09-30,2025-06-01,1,48742,38885,38885,38743,38743,38649,38667,13TDM
KTFM8,46.30738830566406,-105.02977752685545,1011.9000244140624,2001-07-01,2025-05-31,0,208825,183735,198559,198093,198549,198569,197602,13TDM
MICM8,46.384719848632805,-105.84471893310545,719.2999877929688,2009-09-16,2023-02-27,0,85667,0,0,0,0,0,0,13TDM
MTM40,46.200000762939446,-105.69999694824217,835.2000122070312,2019-09-25,2025-06-01,1,48862,39013,39013,38915,38915,38738,38767,13TDM
MTM28,46.91999816894531,-104.75,716.0,2019-09-30,2025-06-01,1,48157,37505,37505,37457,37457,37258,37294,13TEM
AR371,46.5009994506836,-104.7931671142578,802.0,2004-03-17,2016-06-13,1,48928,1,38723,4,4,38722,38723,13TEM
CACM8,46.483692169189446,-104.06688690185545,901.9000244140624,2001-07-01,2025-05-31,0,205673,179737,196131,195429,196131,195919,192027,13TEM
MTEKA,46.08359146118164,-104.43551635742188,1007.0999755859376,2013-07-17,2025-05-31,1,82248,0,77131,77133,77828,73802,73568,13TEM
KBHK,46.347778320312486,-104.2574996948242,905.0,2021-02-03,2021-02-17,1,336,0,336,336,336,336,336,13TEM
MTASH,46.64899826049805,-104.22799682617188,929.9000244140624,2024-08-14,2025-05-31,0,6821,0,6760,6760,6760,6760,6759,13TEM
PNHM8,46.77579879760742,-104.57969665527344,807.4000244140626,2001-07-01,2025-05-31,0,208416,178894,195053,194652,195052,194673,191228,13TEM
TS584,46.8577995300293,-104.64779663085936,762.0,2006-05-03,2019-02-04,0,39980,35601,36567,36462,36496,36624,36302,13TEM
MTM39,46.43999862670898,-104.43000030517578,933.0,2019-09-25,2025-06-01,1,48367,40409,40409,40122,40122,39956,39971,13TEM
AR070,45.37749862670898,-107.79833221435545,943.8200073242189,2003-09-10,2009-07-02,0,33299,57,32065,9,9,32065,32065,13TBL
C2427,45.72600173950195,-107.60800170898436,887.2999877929686,2004-08-26,2006-09-19,0,15027,56,10344,10396,10396,10396,10396,13TBL
AP759,45.82733154296875,-107.84467315673828,1222.0,2003-01-15,2004-03-20,0,10319,0,9226,0,0,9226,9226,13TBL
FSMM8,45.317779541015625,-107.93778228759768,978.7000122070312,2022-01-05,2025-05-31,1,28521,0,25531,25528,25529,26118,26118,13TBL
K00U,45.744388580322266,-107.66043853759768,922.0,2019-11-27,2025-06-01,1,35688,0,32058,32057,21750,32047,31946,13TBL
HRDNW,45.73160171508789,-107.60829925537108,884.5399780273436,2014-01-16,2020-09-30,0,42936,0,38871,0,38871,38871,38871,13TBL
MTM75,45.869998931884766,-107.59999847412108,867.5,2019-11-06,2025-06-01,1,47865,38147,38147,38108,38108,37889,37909,13TBL
BIL5,45.97119903564453,-107.99600219726562,887.9066772460938,2007-09-10,2016-04-28,1,75380,0,42167,0,42167,0,0,13TBL
TR713,45.4815788269043,-106.52620697021484,1253.9000244140625,2003-09-22,2024-11-19,0,53189,33642,46285,44580,44619,46178,44698,13TCL
DKRM8,45.14139175415039,-106.77082824707033,929.2999877929688,2009-06-04,2025-06-01,1,130770,0,109537,0,0,0,0,13TCL
A3605,45.3661994934082,-106.48979949951172,937.4299926757811,2019-03-20,2020-06-30,1,9382,0,8192,0,0,8184,8192,13TCL
TR715,45.51639175415039,-106.48416900634768,1246.9000244140625,2004-09-01,2005-09-13,0,4088,3539,3542,3422,3541,3542,3540,13TCL
MING,45.583999633789055,-107.4000015258789,919.9000244140624,2012-04-04,2013-07-09,1,5536,0,2905,2905,2905,2903,2901,13TCL
LBHM8,45.56972122192384,-107.43583679199217,1036.300048828125,2001-07-01,2025-06-01,0,205323,179826,196146,195821,196146,196116,194238,13TCL
WWMM8,45.31598281860351,-107.16349029541016,1489.300048828125,2001-07-01,2025-05-31,0,208578,183108,197994,197721,197988,197930,195808,13TCL
MTM95,45.13972854614258,-107.38688659667967,1136.0,2023-10-25,2025-06-01,1,13894,12415,12415,12411,12412,12344,12344,13TCL
MTM13,45.59000015258789,-107.44000244140624,942.0999755859376,2019-09-25,2023-09-21,1,34168,26107,26107,26064,26064,25988,25990,13TCL
MTM91,45.63999938964844,-106.94000244140624,1229.9000244140625,2022-01-19,2025-06-01,1,29319,26107,26107,26057,26314,25835,25835,13TCL
MTM92,45.450000762939446,-106.58000183105467,986.9000244140624,2022-01-19,2025-06-01,1,28576,22400,22400,22262,22476,22160,22160,13TCL
MTLAM,45.628860473632805,-106.5112533569336,1318.9000244140625,2013-07-17,2025-05-31,1,102845,0,94706,93450,93544,94613,94451,13TCL
TS719,45.32440185546875,-107.18060302734376,1568.5,2007-09-20,2023-09-05,0,13041,9685,9725,9691,9708,9755,9446,13TCL
BAFM8,45.6480598449707,-106.5008316040039,1322.800048828125,2001-07-01,2025-05-31,0,200023,176341,189255,188080,189221,189274,188129,13TCL
MLAM,45.628860473632805,-106.5112533569336,1318.9000244140625,2002-08-02,2013-07-09,0,94821,51,68078,68079,68079,68078,67940,13TCL
A3634,45.44029998779297,-105.37030029296876,923.3359985351561,2019-03-20,2020-06-30,1,9130,0,7759,0,0,7759,7759,13TDL
TT541,45.917728424072266,-105.6117706298828,983.5999755859376,2021-05-01,2025-05-31,0,16547,16059,16059,16059,16059,16059,14948,13TDL
AR216,45.60200119018555,-105.93699645996092,1342.0,2003-11-26,2017-09-05,0,115606,40,93417,16,18,86156,93417,13TDL
TS897,45.64252853393555,-105.97621917724608,873.2999877929686,2010-05-12,2024-06-17,0,68106,0,61759,61730,61740,61730,60280,13TDL
MTHCD,45.55199813842773,-105.8929977416992,1199.0999755859375,2024-08-14,2025-05-31,0,6821,0,6756,6756,6756,6756,6748,13TDL
FHFM8,45.29719924926758,-106.16169738769533,1049.699951171875,2001-07-01,2025-05-31,0,208834,183668,198357,197986,198366,198189,195897,13TDL
MCCM8,46.033306121826165,-106.19458007812499,983.9000244140624,2008-12-10,2025-05-31,0,117142,111347,113801,113554,113791,113760,113011,13TDL
MTCWD,45.72800064086913,-105.59100341796876,1021.0999755859376,2024-08-14,2025-05-31,0,6821,0,6694,6694,6694,6694,6655,13TDL
AU396,46.046669006347656,-106.12832641601562,0.0,2012-03-07,2016-01-22,1,15335,0,14761,0,0,14761,14761,13TDL
MTM32,45.43999862670898,-105.36000061035156,962.0,2019-09-30,2025-06-01,1,48752,39980,39980,39823,39823,39747,39748,13TDL
TS700,46.033306121826165,-106.19458007812499,983.9000244140624,2007-08-01,2014-06-27,0,54462,53165,53170,53082,53169,53176,52943,13TDL
8L5H1,45.88330078125,-104.5500030517578,1061.0,2005-11-02,2006-05-19,1,4472,0,26,0,0,0,0,13TEL
EKIM8,45.81044006347656,-104.46308135986328,1218.0,2008-08-20,2025-06-01,0,121447,108827,111609,110567,111126,111525,110544,13TEL
MTEKL,45.3120002746582,-104.46656799316406,1124.0999755859375,2013-07-17,2025-05-31,1,103382,0,100902,100902,100902,98504,88431,13TEL
MTM93,45.709999084472656,-104.33999633789062,982.4000244140624,2022-01-19,2025-06-01,1,28503,25383,25383,25362,25362,25271,25271,13TEL
MTM33,45.324989318847656,-104.13609313964844,1008.9000244140624,2019-09-25,2025-06-01,1,48097,39531,39531,39006,39006,39103,39126,13TEL
MEKA,45.880001068115234,-104.5199966430664,1067.0,2001-07-01,2013-07-09,0,96668,51,66046,66020,66048,66046,65819,13TEL
K97M,45.87791061401367,-104.53749847412108,1067.699951171875,2007-10-11,2020-12-31,0,97956,0,80707,80707,17094,80291,80272,13TEL
SRWW4,44.68172836303711,-107.6796875,2870.89990234375,2009-12-02,2025-03-10,0,25359,18793,19096,18954,19019,19297,18577,13TBK
TS544,44.704200744628906,-107.63330078125,2933.699951171875,2005-09-14,2009-12-01,0,6648,1941,5030,5018,5020,5039,5034,13TBK
BUJW4,44.78509140014649,-107.5348434448242,2419.5,2001-07-01,2025-05-31,0,208747,176313,196773,196133,196778,195963,195110,13TBK
BYDW4,44.94138717651367,-107.70888519287108,2359.199951171875,2004-06-16,2022-07-13,0,116664,104728,108639,108467,108617,107468,105726,13TBK
BHMM8,45.07329940795898,-107.8886032104492,2493.300048828125,2001-07-01,2025-05-31,0,186847,155590,168148,167686,168108,167985,166923,13TBK
F4442,44.786109924316406,-107.5358428955078,2360.10009765625,2004-12-08,2004-12-09,1,21,17,17,17,17,17,17,13TBK
BSDW4,44.680000305175774,-107.58000183105467,2849.89990234375,2001-07-02,2025-05-31,0,207927,17,114969,0,0,0,0,13TBK
NS081,44.94139099121094,-107.70889282226562,2359.199951171875,2002-07-17,2004-06-16,0,16020,7919,13804,13803,13803,13799,13691,13TBK
PC264,44.83237075805664,-107.8287887573242,2755.10009765625,2022-08-03,2025-01-05,1,21209,0,20496,20496,20496,20496,20443,13TBK
TR370,44.94139099121094,-107.70889282226562,2359.199951171875,2001-09-20,2002-07-17,1,7079,0,6155,6155,6155,6151,6117,13TBK
BRJW4,44.790000915527344,-107.52999877929688,2401.800048828125,2001-07-01,2025-05-31,0,207799,17,129799,0,0,0,0,13TBK
MLHW4,44.29693984985351,-107.53916931152344,1476.800048828125,2012-05-02,2024-10-15,1,15038,0,11548,0,0,0,0,13TBK
BLDW4,44.799999237060554,-107.83999633789062,2859.0,2001-07-01,2025-06-01,0,208190,17,134749,1,1,116911,110831,13TBK
RNHTR,44.90890121459961,-107.1635971069336,1183.5379638671875,2012-04-30,2012-09-20,0,3418,0,3367,0,3367,3367,3367,13TCK
MGHW4,44.321941375732415,-106.831672668457,1751.0999755859375,2009-06-04,2025-06-01,0,128013,0,124283,0,0,0,0,13TCK
PC461,44.33773040771484,-106.76809692382812,1563.5999755859375,2024-05-22,2025-05-31,1,8837,0,8767,8767,8767,8767,8767,13TCK
SUCW4,44.7224998474121,-107.40032958984376,2706.60009765625,2001-07-01,2025-05-31,0,208401,16,114963,4709,4842,1,2,13TCK
LGSW4,44.54315185546875,-107.17864990234376,2703.60009765625,2010-09-01,2025-06-01,0,127712,0,93050,85720,102315,0,0,13TCK
SWRW4,44.62556076049805,-107.29972076416016,2502.39990234375,2024-07-24,2025-05-31,1,6096,0,3440,0,0,0,0,13TCK
HNSW4,44.25601959228516,-106.97982788085936,2548.10009765625,2001-07-01,2025-05-31,0,208589,17,132175,0,0,0,0,13TCK
AN783,44.93399810791016,-106.84719848632812,1136.0999755859375,2010-12-01,2012-11-04,1,13542,2905,2906,0,2905,0,0,13TCK
MTDKR,45.00844955444336,-106.8864288330078,1090.9000244140625,2025-05-07,2025-05-31,0,585,0,483,483,483,483,483,13TCK
SLDW4,44.34846878051758,-107.0136032104492,2657.89990234375,2010-09-01,2025-05-31,0,128836,0,97748,89985,103963,0,0,13TCK
BVKW4,44.68389892578125,-107.08059692382812,1396.0,2011-05-11,2025-06-01,0,119660,0,0,0,0,0,0,13TCK
A3662,44.93399810791016,-106.84719848632812,1136.0999755859375,2019-03-20,2020-06-30,1,9387,7963,8165,0,8166,8140,8140,13TCK
TWLW4,44.60860824584961,-107.31056213378906,2609.10009765625,2011-08-03,2025-06-01,0,121048,0,30726,30655,32560,21393,19903,13TCK
WBGW4,44.613330841064446,-107.2977828979492,2560.0,2010-07-21,2025-06-01,1,129031,0,126771,0,0,0,0,13TCK
TT804,44.318389892578125,-106.87061309814452,2126.0,2023-11-04,2024-02-14,1,1276,1266,1266,1266,1266,1266,1200,13TCK
RPKW4,44.63999938964844,-107.17749786376952,2148.5,2011-08-03,2025-06-01,0,121048,0,117694,0,0,0,0,13TCK
WLFW4,44.772499084472656,-107.23444366455078,1382.300048828125,2022-11-23,2025-05-31,0,21771,0,0,0,0,0,0,13TCK
MTABR,45.02838897705078,-107.31729125976562,1250.0,2013-07-17,2025-05-31,1,103333,0,101882,101881,101881,101880,101410,13TCK
KBYG,44.38122177124024,-106.71946716308592,1501.0999755859375,2021-02-03,2021-02-17,1,336,0,336,336,336,336,336,13TCK
LTGW4,44.683300018310554,-106.98719787597656,1231.4000244140625,2011-05-11,2025-06-01,0,118984,0,0,0,0,0,0,13TCK
PC460,44.31945037841797,-106.711067199707,1375.0,2024-05-22,2025-05-31,1,8837,0,8767,8767,8767,8767,8767,13TCK
MCRW4,44.4557991027832,-107.44940185546876,2712.10009765625,2001-07-01,2025-06-01,0,208021,179994,196220,195762,196219,196162,194785,13TCK
D9955,44.419830322265625,-106.58866882324217,1330.969970703125,2012-04-04,2025-05-31,0,114842,104171,112914,112914,112914,112914,112914,13TCK
WY53,44.51070022583008,-106.80313873291016,1457.9000244140625,2019-10-16,2023-08-25,1,31911,0,30297,29187,30663,31773,30465,13TCK
BGEW4,44.57923889160156,-107.20068359375,2435.39990234375,2001-07-01,2025-06-01,0,208457,10333,131968,113172,129279,130518,110370,13TCK
SHERI,44.74169921875,-106.94560241699217,1171.5999755859375,2012-07-10,2015-07-02,0,19769,0,18698,0,18698,18698,18698,13TCK
WACCS,44.563831329345696,-106.56478881835936,1256.4000244140625,2018-11-02,2021-02-12,1,12501,5413,5413,5413,5413,5413,5409,13TCK
SPWW4,44.466899871826165,-107.03359985351562,2615.199951171875,2009-08-12,2025-06-01,0,127306,0,111942,0,0,0,0,13TCK
HHRW4,44.298561096191406,-107.505859375,1728.199951171875,2001-07-01,2025-06-01,0,208961,173279,190236,189679,190226,189336,184860,13TCK
SHBW4,44.8224983215332,-106.96279907226562,1132.300048828125,2011-05-11,2025-06-01,0,101174,0,0,0,0,0,0,13TCK
9519D,45.072219848632805,-107.53079986572264,1267.885009765625,2023-11-22,2025-06-01,0,13059,0,12657,0,12657,12657,12657,13TCK
ROKW4,44.45610809326172,-106.87832641601562,1609.300048828125,2009-06-04,2025-06-01,0,130971,0,0,0,0,0,0,13TCK
SWWW4,44.55221939086913,-107.21056365966795,2527.699951171875,2022-11-23,2024-01-20,0,9991,0,7880,0,7804,7802,7801,13TCK
SPKW4,44.306400299072266,-106.98190307617188,2622.5,2001-07-01,2025-05-31,0,208667,176741,196704,196193,196684,196577,195220,13TCK
WY54,44.56689834594727,-106.8145523071289,1432.0,2019-10-16,2023-01-30,1,28812,0,28171,27194,27243,28223,28092,13TCK
TIEW4,44.810001373291016,-107.41000366210936,2094.0,2003-03-06,2025-06-01,0,192645,17,108619,5,5,4,5,13TCK
MABR,45.02838897705078,-107.31729125976562,1250.0,2001-07-01,2013-07-09,0,102040,5,55461,55459,55461,55456,55236,13TCK
F6148,44.63582992553711,-106.73367309570312,1285.760009765625,2019-09-25,2025-06-01,0,49682,0,48273,48273,48273,48273,48273,13TCK
WY52,44.65264892578125,-107.49687194824217,2728.89990234375,2019-10-16,2025-05-31,1,48947,0,47621,47439,47497,47679,46849,13TCK
PIN,44.56999969482422,-106.80999755859376,1439.0,2001-07-03,2004-11-15,0,26301,1,22477,22480,22477,22037,22037,13TCK
KSHR,44.76031112670898,-106.97411346435545,1210.0999755859375,2021-02-03,2021-02-17,1,336,0,336,336,336,336,336,13TCK
WY2,44.99980163574219,-107.29799652099608,1316.759033203125,2011-02-23,2025-05-31,0,117091,0,110807,110804,112472,113070,112750,13TCK
SCRW4,44.500118255615234,-107.4294662475586,2920.0,2001-07-01,2025-05-31,0,206218,17,128038,1,1,1,1,13TCK
WACSR,44.75590133666992,-106.93720245361328,1185.0999755859375,2024-05-01,2025-06-01,1,9354,8930,8930,8930,8930,8930,8930,13TCK
LGCW4,44.595829010009766,-107.04000091552734,1487.0999755859375,2010-07-21,2025-06-01,0,130071,0,0,0,0,0,0,13TCK
AN794,44.93399810791016,-106.84719848632812,1136.0999755859375,2011-02-16,2013-10-09,1,9729,183,183,0,1675,6436,5539,13TCK
WY59,44.56093978881836,-106.54006958007812,1243.9000244140625,2019-10-16,2025-05-31,1,38731,0,37514,37509,37573,37578,34332,13TCK
PSCM8,45.05638885498047,-107.35527801513672,1194.800048828125,2010-03-24,2010-08-04,1,3122,0,2702,0,0,0,0,13TCK
DAYW4,44.84944152832031,-107.3038864135742,1247.9000244140625,2022-11-26,2025-05-31,0,17686,0,10639,0,0,0,0,13TCK
WY55,44.64342880249024,-106.86402893066406,1350.0,2019-10-16,2025-05-31,1,49134,0,45287,44320,47083,48054,48018,13TCK
PCKW4,44.535831451416016,-106.82250213623045,1421.0,2022-11-23,2025-05-31,0,21752,0,0,0,0,0,0,13TCK
G1458,44.36399841308594,-106.70632934570312,1425.0,2022-03-09,2025-05-31,0,28109,0,27745,27745,27745,27745,27745,13TCK
BGDW4,44.69527816772461,-107.19194030761717,1440.800048828125,2022-11-23,2025-05-31,1,21751,0,19440,0,0,0,0,13TCK
A1569,44.81510162353516,-106.95590209960936,1192.5999755859375,2014-10-22,2020-06-30,0,47759,0,9543,0,41535,41535,41535,13TCK
PDDW4,44.5724983215332,-107.20916748046876,2499.39990234375,2010-07-21,2025-05-31,0,97704,0,0,0,0,0,0,13TCK
4000P,44.815139770507805,-106.9559326171875,1135.0999755859375,2020-08-25,2021-09-23,1,9463,0,0,0,0,0,0,13TCK
BGCW4,44.76359939575195,-107.07420349121092,1204.0,2011-05-11,2025-06-01,0,105870,0,0,0,0,0,0,13TCK
D5092,44.7575798034668,-106.95806884765624,1174.0,2010-05-19,2025-05-31,0,104163,82830,101760,101760,101760,101760,101760,13TCK
BNRW4,44.53443908691406,-107.20443725585936,2661.800048828125,2022-11-23,2025-05-31,1,21743,0,19888,0,0,0,0,13TCK
WACRC,44.89754104614258,-107.21061706542967,1168.9000244140625,2018-11-02,2020-12-03,1,16566,7323,7323,7322,7323,7323,7311,13TCK
C7283,44.81216812133789,-106.9762725830078,1167.0,2007-01-31,2025-05-31,0,160434,0,153771,153771,153771,153570,153570,13TCK
KPIN,44.56999969482422,-106.80999755859376,1439.0,2004-11-24,2016-10-16,0,87863,58,81555,81555,81555,81393,80941,13TCK
DMLW4,44.57461929321289,-107.29537200927734,2706.60009765625,2001-07-07,2025-06-01,0,207538,17,132789,0,0,0,0,13TCK
CCRMS,44.34109878540039,-106.7030029296875,1428.0050048828125,2012-04-30,2019-05-13,0,47525,0,35941,0,35941,35941,35941,13TCK
CPKW4,44.400001525878906,-107.05999755859376,3005.300048828125,2001-07-01,2025-06-01,0,208255,13,79745,0,0,67950,59296,13TCK
D7699,44.56666946411133,-106.92217254638672,1646.0,2011-11-09,2025-05-31,0,85436,62066,81066,81030,81030,81045,81045,13TCK
G0443,44.74666976928711,-107.00050354003906,1261.469970703125,2021-09-08,2022-09-07,0,8719,0,8662,8662,8662,8662,8662,13TCK
PC251,44.36861038208008,-106.82633972167967,1649.300048828125,2022-06-22,2025-05-31,1,25587,0,25282,25282,25282,25282,25255,13TCK
FLDW4,44.3377799987793,-106.99749755859376,2560.0,2009-08-12,2025-06-01,0,129521,0,0,0,0,0,0,13TCK
E9506,44.2841682434082,-105.451171875,1391.3699951171875,2016-07-27,2025-05-31,0,73550,0,70942,70941,70941,70942,70941,13TDK
MHDM8,45.057781219482415,-105.87750244140624,1016.5,2009-06-04,2017-10-12,0,72859,0,68252,0,0,0,0,13TDK
AN678,44.66329956054688,-105.28749847412108,1201.699951171875,2010-02-16,2020-06-30,0,88391,30586,70498,0,68518,69597,15583,13TDK
AN777,44.94110107421875,-105.83779907226562,1277.5999755859375,2010-11-03,2012-11-04,1,16412,11595,11597,0,11595,0,0,13TDK
D1087,44.98632049560546,-105.19078063964844,1261.0,2008-08-13,2025-06-01,0,116671,0,96811,96809,96809,96815,96815,13TDK
AU093,44.260208129882805,-105.481086730957,1377.5999755859375,2011-05-18,2012-03-21,1,7394,1,7226,7226,7226,7226,7226,13TDK
F4452,44.46527862548828,-105.8444366455078,1316.699951171875,2004-12-08,2004-12-09,1,21,18,18,18,18,18,18,13TDK
LPTW4,44.92694091796875,-105.35278320312499,1039.4000244140625,2009-06-04,2021-10-27,0,75751,0,0,0,0,0,0,13TDK
MTBID,45.01298141479492,-105.37699127197264,1042.0999755859375,2016-01-20,2025-05-31,1,81115,0,79175,79185,79670,79216,73292,13TDK
ECEW4,44.46547317504884,-105.84449768066406,1340.199951171875,2001-07-01,2025-06-01,0,209077,173415,190778,190159,190779,190621,189548,13TDK
BSHM8,45.0546989440918,-105.94830322265624,1197.9000244140625,2001-07-01,2025-05-31,0,208823,183262,198211,197936,198196,197973,194723,13TDK
C3987,44.900001525878906,-105.19583129882812,1201.0,2005-08-24,2007-08-21,0,16971,17,14847,14840,14840,14826,14826,13TDK
TS954,44.73180770874024,-105.53569030761717,1228.300048828125,2010-10-28,2024-06-20,0,30957,29099,29128,29097,29121,29129,26073,13TDK
KGCC,44.33943939208984,-105.54193878173828,1330.0999755859375,2021-02-03,2021-02-17,1,336,0,333,333,333,333,333,13TDK
D7074,44.30550003051758,-105.52166748046876,1402.0,2011-02-16,2014-10-04,0,12906,0,9449,9449,9449,9449,9449,13TDK
AN878,44.26390075683594,-105.50610351562499,1388.4000244140625,2012-01-11,2012-12-12,1,8068,6524,6519,0,6518,6519,6519,13TDK
